"","Elevation","WaterTemp","DO","BdLog","BodyCondition"
"CM030331.1:421872432",0.407299655731526,0.99998373797515,0.0457708553589431,0.826748097965569,0.979647598519149
"CM030331.1:422225228",0.636293665556763,0.0409794587165202,0.861156781149736,0.99998373797515,0.902044011777473
"CM030331.1:432012719",0.518412221206531,0.99998373797515,0.398703515233528,0.00415102342453199,0.991624600974655
"CM030331.1:435902797",0.0252672731544825,0.015282840319477,0.99998373797515,0.99998373797515,0.976200182364766
"CM030331.1:436199148",0.0124555939911026,0.317178143404879,0.99998373797515,0.99998373797515,0.775654985097452
"CM010927.2:11063305",0.000284781525446487,0.00500427143016685,0.0746109991552068,0.99998373797515,0.99998373797515
"CM010927.2:50596664",0.0373174631597427,0.377755027516277,0.99998373797515,0.887941405746834,0.99998373797515
"CM010927.2:57699333",0.99998373797515,0.99998373797515,0.99998373797515,0.9167879158021,0.0229886098712145
"CM010927.2:73396696",0.0780757221767119,0.0376658084589323,0.99998373797515,0.99998373797515,0.906658979388254
"CM010927.2:87252543",0.037419047046921,0.308560684113575,0.911960368203315,0.794348444440093,0.857640727180404
"CM010927.2:119147331",0.00027636216498231,0.012957311621256,0.871507041860058,0.99998373797515,0.99998373797515
"CM010927.2:122224638",0.262854432651854,0.99998373797515,0.0317895697446064,0.95619069992698,0.99998373797515
"CM010927.2:161002739",0.0281319457784284,0.248639365871283,0.99998373797515,0.976072012095275,0.757900395624292
"CM010927.2:171640071",0.919028962883254,0.0296721973131361,0.99458976157828,0.99998373797515,0.895223853994865
"CM010927.2:178439417",0.488598248768229,0.0165344292186207,0.358473488542097,0.967135891039814,0.963836884794854
"CM010927.2:185422028",0.112191000559231,0.0427523232816492,0.99998373797515,0.99998373797515,0.99998373797515
"CM010927.2:196073923",0.00317528404585886,0.555543951845992,0.9738244847567,0.715104613742782,0.983483653849722
"CM010927.2:197872453",0.00282755755796111,0.000940695687001244,0.954076729207446,0.993639362756721,0.999138162209536
"CM010927.2:263623394",0.0960927900611768,0.00272611731703185,8.77919522191779e-06,0.979727379366006,0.874928802870655
"CM010927.2:264076788",0.99998373797515,0.638609523483227,0.0186665340953847,0.999502044845299,0.888199543579482
"CM010927.2:266852862",0.648096107592498,0.0277022363101256,0.911900587705264,0.99998373797515,0.868518106734236
"CM010927.2:344914280",0.771978707506344,0.0116601989917767,0.324592535077558,0.99998373797515,0.579951536104225
"CM010927.2:357858197",0.00100607949850949,0.00276433945787677,0.99723172597877,0.93365285035545,0.989880577127269
"CM010927.2:374500776",0.111328699017913,0.0076515442580463,0.852963361535331,0.99998373797515,0.99998373797515
"CM010927.2:382693923",0.0278173546180756,0.0302789341576877,0.99998373797515,0.99998373797515,0.802353814859335
"CM010927.2:437915304",0.115404910057954,0.043086727198557,0.99998373797515,0.99998373797515,0.99998373797515
"CM010927.2:463547655",0.99998373797515,0.99998373797515,0.99998373797515,0.537619866585358,0.0127801589302697
"CM010927.2:471689275",0.983085750844489,0.949502727837811,0.0345786411756223,0.862899529364798,0.848263109468496
"CM010927.2:473418318",0.77675496974778,0.0294025694026777,0.549569695509374,0.99998373797515,0.98200891173544
"CM010927.2:478870749",0.960828142871813,0.99998373797515,0.966709736938872,0.963582838408027,0.000794159360819464
"CM010927.2:506696714",0.159501569289152,0.0462422044191827,0.266143684204342,0.99998373797515,0.99998373797515
"CM010927.2:529775165",0.571157338306371,0.991009871881523,0.0301780332738918,0.955350596101408,0.930605644224294
"CM010927.2:559228170",0.874006227675561,0.0203428593508841,0.971675929340652,0.958272643292169,0.967523337283182
"CM010927.2:559338593",0.300906499809813,0.0380616623736282,0.908524798190008,0.99998373797515,0.817933959872313
"CM010927.2:567843978",0.322229799438394,0.976679441982509,0.013597796946045,0.983240019354807,0.61199882675843
"CM010927.2:578448446",0.99998373797515,0.58239226728049,0.00151182119681696,0.99998373797515,0.967676302232647
"CM010927.2:587777619",0.0575196248503279,0.0247147358178107,0.991164373835704,0.99998373797515,0.98151108933727
"CM010927.2:592566622",0.99998373797515,0.99998373797515,0.99998373797515,0.0156678103763498,0.99998373797515
"CM010927.2:609266223",0.408686076708632,0.958487092909393,0.99998373797515,0.00279074629451091,0.32207990366114
"CM010927.2:616280542",0.640858085300687,0.99998373797515,0.647571878799657,0.0160176910177547,0.99998373797515
"CM010927.2:635248968",0.0139391069859239,0.00525231363110375,0.99998373797515,0.99998373797515,0.803379627610708
"CM010927.2:660088436",0.839704270334444,0.99998373797515,0.777695077078702,0.0297539351869274,0.845011942220438
"CM010927.2:681385659",0.0126259780962579,0.0145438165974129,0.840209572988218,0.99998373797515,0.819555482711605
"CM010927.2:683458182",0.0141553850439259,0.0108450494588913,0.398994934899818,0.926314133773263,0.719786207691553
"CM010927.2:699291418",0.0145257895645368,0.0243637886080961,0.964557972137462,0.99998373797515,0.945985401693692
"CM010927.2:718730114",0.0520539495683914,0.0096965914201758,0.99998373797515,0.992273884356034,0.954411212843158
"CM010927.2:729649513",0.00387302849960474,0.267917875821546,0.912539369112212,0.991618798116417,0.780311729000304
"CM010927.2:736813155",0.00483378625272806,0.0365998301273086,0.99998373797515,0.808782513342272,0.99998373797515
"CM010927.2:736813225",3.07751606936216e-11,3.07751606936216e-11,0.509393204567329,0.999410158487454,0.99998373797515
"CM010927.2:737723839",0.915331765659736,0.8709404522909,0.00813988727438405,0.99998373797515,0.99998373797515
"CM010927.2:738666172",0.413352600683256,0.0110158509591464,0.698426659653685,0.984825057121033,0.616996114088195
"CM010927.2:745211945",0.0125314434565218,0.554929373689815,0.129203656620831,0.964012197733864,0.965951220062727
"CM010927.2:763969005",0.00107202014572458,0.000704266021338683,0.646161536001373,0.99998373797515,0.95686209010683
"CM010927.2:766538340",0.0611118160661568,0.403726784289855,0.0438793982016147,0.978186754594652,0.99998373797515
"CM010927.2:767779652",0.088981058331495,0.143271956160865,0.0141553850439259,0.9940744465276,0.0452261600903069
"CM010927.2:771773483",0.986578451318429,0.99998373797515,0.0385952041692728,0.981471395560337,0.997263764706763
"CM010927.2:773651391",0.754655050602906,0.00318321022899448,0.881270249305174,0.184430542423179,0.99998373797515
"CM010927.2:775636153",0.000124082655963506,0.0013289353551019,0.353842142026071,0.99998373797515,0.770450792933686
"CM010927.2:778773294",0.782642117943584,0.99998373797515,0.0227080045832144,0.726746075860148,0.99998373797515
"CM010927.2:837267850",0.0254683295736366,0.266175543246717,0.99998373797515,0.999396891424731,0.989894762406882
"CM010927.2:839337943",0.709971389351389,0.0367825558540148,0.987686201124093,0.99998373797515,0.992273884356034
"CM010927.2:943102109",0.103819211454765,0.99998373797515,0.0177816628045622,0.99998373797515,0.992273884356034
"CM010927.2:1018116937",0.0305030765888256,0.00199229357940413,0.246461085277131,0.997396600856157,0.99998373797515
"CM010927.2:1049560894",0.202461524840903,0.0220711751996952,0.630756088332684,0.99998373797515,0.99998373797515
"CM010927.2:1050980726",0.693621263055966,0.170855559211649,0.0425357866117716,0.99998373797515,0.99998373797515
"CM010927.2:1080214793",0.449124789634784,0.0213083849238455,0.721790387681406,0.99998373797515,0.99998373797515
"CM010927.2:1081009394",0.740489174929574,0.0193580249002874,0.99998373797515,0.99998373797515,0.99998373797515
"CM010927.2:1087600817",0.0414271375534128,0.287908904796308,0.771595386059123,0.971843704471167,0.99998373797515
"CM010927.2:1099638150",0.0307357459355002,0.0136092520031794,0.90671182531157,0.784467162024743,0.962217984684624
"CM010927.2:1132351505",0.00102646104113488,0.0179974341058614,0.99998373797515,0.99998373797515,0.99998373797515
"CM010927.2:1162218615",0.019482749147994,0.0534699612411537,0.99998373797515,0.929156735882672,0.99998373797515
"CM010927.2:1192313559",2.48708620452795e-05,2.69967731037091e-06,0.997650303709766,0.961756519749259,0.99998373797515
"CM010927.2:1197319116",0.01847487636125,0.0837653137028521,0.554275267752012,0.976432577067915,0.966204965289845
"CM010927.2:1207600553",0.0172718219793407,1.01403512262476e-05,0.99998373797515,0.67653103531606,0.99998373797515
"CM010927.2:1217118960",0.492349241920221,0.2055835631074,0.0430689676845236,0.815413890950504,0.779350770798372
"CM010927.2:1227324343",0.500957276964742,0.99998373797515,0.0184742278616293,0.999827622135775,0.972009307131116
"CM010927.2:1230920002",0.973726809156203,0.99998373797515,0.00296684640266176,0.985686612538175,0.823928773594166
"CM010927.2:1284352702",0.966709736938872,0.99998373797515,0.0110262515382747,0.955091449352005,0.99998373797515
"CM010927.2:1289797348",0.0229790351123221,0.754396690163729,0.094727683820057,0.862887906123927,0.99998373797515
"CM010927.2:1308979783",0.168889420646832,0.99998373797515,0.0402000576113273,0.935787050804684,0.793025124415559
"CM010927.2:1324046815",0.00130417923223366,0.488600974547187,0.88177464740403,0.491848026369792,0.963977511596302
"CM010927.2:1379992036",0.0270971755004296,0.969938996638531,0.787702927332231,0.511513657938826,0.955639701085822
"CM010927.2:1402904806",0.153881541869163,0.0256115852477224,0.675443915530769,0.99998373797515,0.99998373797515
"CM010927.2:1404562804",0.335253011735112,0.99998373797515,0.00500427143016685,0.787576629309403,0.942939399298568
"CM010928.2:32099742",0.613309433712797,0.318892879288512,0.995379661222339,0.71155035656237,0.0210962501643924
"CM010928.2:38765224",0.941379287301606,0.038015940673992,0.99998373797515,0.99998373797515,0.891740514097064
"CM010928.2:45013129",0.0155555154396131,0.734828394251658,0.999950087632227,0.99948992246329,0.939884403402541
"CM010928.2:80633640",4.30399447436638e-07,1.08769104586306e-07,0.99998373797515,0.928551372798895,0.689146381638814
"CM010928.2:85745177",0.022456195398524,0.345695949916724,0.922159726023122,0.99998373797515,0.99998373797515
"CM010928.2:96520901",0.0301780332738918,0.00479210733505149,0.99998373797515,0.694679035446277,0.489211789103734
"CM010928.2:110969844",0.0419592022562736,0.182566142769713,0.99998373797515,0.99998373797515,0.797396581438668
"CM010928.2:116772049",0.663653471008155,0.043651943506273,0.787541293326599,0.99998373797515,0.99998373797515
"CM010928.2:141762573",0.277538357281308,0.0150019710960008,0.99998373797515,0.920846785436046,0.720136409717747
"CM010928.2:142868332",0.250822446614222,0.0313341329786086,0.598388414101908,0.978883143027975,0.99998373797515
"CM010928.2:146782317",0.600720529621769,0.0493301902383029,0.99998373797515,0.938524708769722,0.920060566676818
"CM010928.2:157085759",0.0288836011418025,0.000976394437353803,0.545765477035733,0.99998373797515,0.991231240573806
"CM010928.2:175191705",0.997525527889719,0.00214423539489156,0.90543020684836,0.99998373797515,0.99998373797515
"CM010928.2:179396276",0.147985238277426,0.920852217104753,0.0389912339091599,0.294406054237397,0.99998373797515
"CM010928.2:182113129",0.364026315393986,0.0124714140212883,0.555434810086106,0.451567253652871,0.392926319892773
"CM010928.2:198199079",0.00853630623298934,0.0392968118811441,0.600631571134859,0.99998373797515,0.99998373797515
"CM010928.2:224117311",0.222765845481977,0.99998373797515,0.132556318463917,0.0179974341058614,0.99998373797515
"CM010928.2:229496177",0.281574857526315,0.000870133094014901,0.99998373797515,0.99998373797515,0.99998373797515
"CM010928.2:234419289",0.99998373797515,0.99998373797515,0.0016292841504761,0.99998373797515,0.998542694210452
"CM010928.2:238071251",0.0200455268570943,0.280987430258661,0.998932818911573,0.946886811268714,0.930605644224294
"CM010928.2:244092139",0.0268834391168391,0.00522162839785693,0.99998373797515,0.99998373797515,0.99998373797515
"CM010928.2:270804392",0.616948931865172,0.0354268302938438,0.938041818982813,0.934363560609491,0.836476382078103
"CM010928.2:275760025",0.030717007349895,0.0321860217813121,0.99998373797515,0.99998373797515,0.486989540835007
"CM010928.2:309810802",0.0484977912166437,0.0746200124699687,0.856462650236275,0.99998373797515,0.883221137993614
"CM010928.2:316303409",0.317746189023278,0.357318466739562,0.0663497302891123,0.933835618006619,0.0388310735742031
"CM010928.2:323591138",0.47296030098955,0.0336383261338423,0.510070844607909,0.99998373797515,0.996591878779514
"CM010928.2:345521467",0.926837635464311,0.937433582018763,0.871554310432005,0.864290638860017,0.043651943506273
"CM010928.2:372571311",0.0174863668107247,0.125338829673442,0.998896252323356,0.99998373797515,0.99998373797515
"CM010928.2:415687008",0.000113630506815167,0.000924793855042887,0.0913596659973776,0.99998373797515,0.768792884400312
"CM010928.2:416312171",0.936655727950658,0.99998373797515,0.0409794587165202,0.99998373797515,0.99998373797515
"CM010928.2:418034705",0.000700094656780098,0.0013112561423084,0.719596629884848,0.99998373797515,0.969127137918973
"CM010928.2:418120041",0.189306635627059,0.00844767786801261,0.00822751225788723,0.987080781465762,0.925634197130306
"CM010928.2:420065541",0.0201845028460876,0.921597450182148,0.782661890769185,0.983083218283771,0.928958123509259
"CM010928.2:421236650",0.360074882876152,0.801897990534633,0.0291348994821558,0.99998373797515,0.99998373797515
"CM010928.2:432672354",0.736423998588429,0.0125314434565218,0.781820115961245,0.987215863390111,0.93438978120561
"CM010928.2:433042170",0.0273293973554801,0.00588708367081911,0.99998373797515,0.99998373797515,0.99998373797515
"CM010928.2:439303128",0.0451381212364069,0.214628984506223,0.39753006466108,0.869539986187604,0.490572030749183
"CM010928.2:463041093",0.313828066581224,0.0398399639923176,0.99998373797515,0.849360488699751,0.99998373797515
"CM010928.2:476136141",0.046743176876839,0.123929949496829,0.87006214789542,0.99998373797515,0.99998373797515
"CM010928.2:485099831",0.501053772895644,0.99998373797515,0.0324253476349374,0.971734741477778,0.99998373797515
"CM010928.2:490792810",0.0239474543003999,0.380725553857951,0.304203109522203,0.99998373797515,0.99998373797515
"CM010928.2:504064602",0.943948245578957,0.996862686407956,0.99998373797515,0.992348200939048,0.00558766006078498
"CM010928.2:517632151",0.961340396947816,0.895469429735349,0.048315407347053,0.996425540078052,0.944319933857834
"CM010928.2:528373698",0.198074066466887,0.0455606282986695,0.99998373797515,0.99998373797515,0.848937521081046
"CM010928.2:554725139",0.867676376207909,0.0254623136337683,0.539746003924115,0.748761864177214,0.99998373797515
"CM010928.2:554725194",0.0327160324600521,0.0177977559485972,0.99998373797515,0.99998373797515,0.942085361035837
"CM010928.2:554725348",0.000544566083113187,1.99941566643297e-05,0.99998373797515,0.99998373797515,0.99998373797515
"CM010928.2:569002616",0.0233495230499598,0.853003803683154,0.689289699689508,0.99998373797515,0.975616938017193
"CM010928.2:581878104",0.938390112315708,0.99998373797515,0.0436498789031714,0.99998373797515,0.99998373797515
"CM010928.2:585468803",7.31001092171522e-06,8.06446045377227e-06,0.983091466348712,0.999950087632227,0.99998373797515
"CM010928.2:608201326",0.894806717181441,0.99998373797515,0.0317245295131252,0.533085655721265,0.978554685294964
"CM010928.2:629405709",0.607911031389047,0.00457298673844397,0.172124970734511,0.99998373797515,0.998558714909415
"CM010928.2:633516565",0.794681303525991,0.991447462219869,0.00170403045118615,0.99998373797515,0.99998373797515
"CM010928.2:640982071",0.0256115852477224,0.0111736165664958,0.99998373797515,0.99998373797515,0.933908545328936
"CM010928.2:649783624",0.587608594817371,0.99998373797515,0.00538624951229955,0.92382001627834,0.99998373797515
"CM010928.2:665277717",0.994989395912187,0.99998373797515,0.000179257467243529,0.99998373797515,0.99998373797515
"CM010928.2:665795032",0.99998373797515,0.99998373797515,0.99998373797515,0.99998373797515,0.0165667134702518
"CM010928.2:668015498",0.000247550113891805,0.00153738989787855,0.38182525820237,0.99998373797515,0.99723172597877
"CM010928.2:668036573",0.0605636952784201,0.0233866366552245,0.99998373797515,0.976421948741594,0.893445641079663
"CM010928.2:688625994",2.57611107712201e-05,0.000401364063416667,0.183383574452668,0.99998373797515,0.919066345692594
"CM010928.2:694846004",0.00332721709245866,0.000672169346693461,0.980764432868098,0.986500721795774,0.99998373797515
"CM010928.2:730293105",0.0127932240456766,0.00723665388015853,0.384100434324246,0.156681187373143,0.967523337283182
"CM010928.2:743657798",0.177878326137484,0.925813599375265,0.0491488408507945,0.869095516908012,0.99998373797515
"CM010928.2:751158496",0.655871263645647,0.000714444465155752,0.350066931523124,0.938614240878508,0.423898453362186
"CM010928.2:777817608",0.0636238204231976,0.877798463540668,0.0289956834398191,0.67288205855916,0.99635440551581
"CM010928.2:780658221",0.99998373797515,0.0301780332738918,0.996823248954021,0.99998373797515,0.99998373797515
"CM010928.2:795847174",0.0323665355279559,0.0788426440344046,0.680338911899504,0.880047635101346,0.99998373797515
"CM010928.2:796528205",0.0160176910177547,0.0215096002050106,0.600219781113952,0.922262454300977,0.987186880512041
"CM010928.2:801740051",0.0226984619923443,0.85086899111673,0.673135019305288,0.890391376873797,0.780089460878318
"CM010928.2:805591693",0.274603000950533,0.0019440528433398,0.664991208808796,0.996302888183123,0.731605521625632
"CM010928.2:816887423",0.0418445863093278,0.130264585681759,0.986513013302811,0.99998373797515,0.86619029094646
"CM010928.2:830155445",0.261799849890108,0.818199833598356,0.027881953384517,0.99998373797515,0.99998373797515
"CM010928.2:885183562",0.967370099412365,0.912808680852309,0.0448041593265346,0.99998373797515,0.99998373797515
"CM010928.2:913274505",0.93826686213021,0.99998373797515,0.784894909496571,0.0327160324600521,0.99998373797515
"CM010928.2:915876607",0.650663520973891,0.00316449536080476,0.305483029072061,0.997564338806039,0.813786823457089
"CM010928.2:947600746",0.00222690407322718,0.00126089458561626,0.997985105597402,0.99998373797515,0.449825939912674
"CM010928.2:968818784",0.0488813620391738,0.0397752713270237,0.967523337283182,0.985820814523171,0.99998373797515
"CM010928.2:995850015",0.106715010790749,0.0164413656383821,0.296058428158323,0.972771178441002,0.99998373797515
"CM010928.2:998025340",0.460824302288081,0.0193154724595518,0.99998373797515,0.99998373797515,0.99998373797515
"CM010928.2:998236524",0.167987249453062,0.228863702116021,0.00289873752801237,0.808218475111875,0.804074882922035
"CM010928.2:1000117386",0.0465292305308726,0.500697008103819,0.99998373797515,0.99998373797515,0.99998373797515
"CM010928.2:1036643466",0.99998373797515,0.99998373797515,0.042604971595361,0.99998373797515,0.99998373797515
"CM010928.2:1145818251",0.0235668964934468,0.418069973040991,0.99998373797515,0.992261074264007,0.810802404071912
"CM010928.2:1151907301",0.0398250171462985,0.0247581313657374,0.985849578758957,0.999502044845299,0.99998373797515
"CM010928.2:1175219315",0.169605725228206,0.99998373797515,0.0119564869945652,0.961828167509053,0.99998373797515
"CM010928.2:1200756765",0.501257290319924,0.99998373797515,0.0486674863778462,0.978895672492442,0.923548279834985
"CM010928.2:1204459824",0.00276236933725639,0.00867429574860729,0.485858571008804,0.99998373797515,0.729353347081593
"CM010928.2:1238878845",0.165064261168758,0.018321574522597,0.99998373797515,0.90282949491394,0.99998373797515
"CM010928.2:1239091068",0.0466195896331767,0.171323687841539,0.998411097486883,0.990707648454493,0.885886578217308
"CM010928.2:1242576794",0.0082604500624408,0.0256115852477224,0.99998373797515,0.99998373797515,0.99998373797515
"CM010928.2:1245805064",0.784696116153728,0.69951564403334,0.00154848675342831,0.99998373797515,0.940266872398261
"CM010928.2:1300795391",0.497083348423331,0.0174316834708848,0.99998373797515,0.99998373797515,0.99998373797515
"CM010928.2:1315558370",0.201204597848507,0.99998373797515,0.0163042269388376,0.99998373797515,0.74165737420418
"CM010928.2:1320647717",0.99998373797515,0.396809950509464,0.00896450593141008,0.99998373797515,0.17656508080056
"CM010928.2:1357467341",0.268118888367516,0.0453069082716736,0.98591563641515,0.99998373797515,0.99998373797515
"CM010928.2:1362757953",0.0119564869945652,0.724009392056909,0.00504770557608409,0.768380978057379,0.971383979095249
"CM010928.2:1371612895",0.697767689283499,0.00444993953823742,0.99998373797515,0.80596082307566,0.99998373797515
"CM010928.2:1391746158",0.595771960379686,0.99998373797515,0.0052141980082047,0.99998373797515,0.99998373797515
"CM010928.2:1406159486",0.99998373797515,0.99998373797515,0.0407274942738654,0.907162689316108,0.99998373797515
"CM010928.2:1431828947",0.0571573231322126,0.0245595484378899,0.99998373797515,0.99998373797515,0.964170559768444
"CM010928.2:1453793829",0.0759780023568743,0.00918522533700619,0.645960286676347,0.99998373797515,0.993187799658911
"CM010929.2:5580791",0.0027922106829349,0.147532046219517,0.837705900617314,0.176003703208378,0.837618058105268
"CM010929.2:17882953",0.507650415479555,0.0377489964883486,0.99998373797515,0.99998373797515,0.88338920844951
"CM010929.2:25438769",0.0401556602260327,0.0223177082818934,0.99998373797515,0.99998373797515,0.99998373797515
"CM010929.2:44042630",0.00515462608211492,0.0123249817219192,0.398646134508345,0.99998373797515,0.99998373797515
"CM010929.2:59288664",0.0292745548817759,0.0365998301273086,0.485027555309071,0.991397858637953,0.99998373797515
"CM010929.2:72957359",0.0111270431347663,0.0776883551240082,0.687412717598099,0.99998373797515,0.99998373797515
"CM010929.2:83277198",2.6229504350506e-06,6.28539113259225e-07,0.780139293009026,0.99998373797515,0.99998373797515
"CM010929.2:84605573",0.0146857050738471,0.0961401211182795,0.462581716560711,0.99998373797515,0.998558714909415
"CM010929.2:107467886",0.204165187746122,0.0360744691916463,0.491141092116787,0.99998373797515,0.99998373797515
"CM010929.2:113070451",0.0504360524552879,0.0490068602687305,0.99867747407425,0.89529927130896,0.99998373797515
"CM010929.2:115923225",0.99998373797515,0.992397564935135,0.0194915472999687,0.99998373797515,0.99998373797515
"CM010929.2:124398963",0.419702325922132,0.908524798190008,0.968666056778901,0.0498936467489305,0.111542987299691
"CM010929.2:136380672",0.68022712764737,0.99998373797515,0.0409602277705709,0.887997437791325,0.99998373797515
"CM010929.2:147523992",0.0322959882381784,0.485569639564634,0.997525527889719,0.798681250424174,0.99998373797515
"CM010929.2:176291480",0.0825809727384391,0.0301780332738918,0.99998373797515,0.938204682318534,0.99998373797515
"CM010929.2:177396540",0.0751707468015795,0.0499121025484131,0.99998373797515,0.859777755807242,0.99998373797515
"CM010929.2:180679462",0.56236664069665,0.020043950670761,0.99998373797515,0.99998373797515,0.99998373797515
"CM010929.2:200630278",0.320692769393333,0.0213162575839243,0.963582838408027,0.986264410569947,0.99998373797515
"CM010929.2:208193996",0.277172863561262,0.95759814069739,0.042799417951063,0.99998373797515,0.660061858778955
"CM010929.2:210844362",0.150585111273695,0.0372183600448264,0.84141431942751,0.90671182531157,0.944904031972215
"CM010929.2:299821966",0.0299867521358686,0.767281651933301,0.911912625756751,0.99998373797515,0.99998373797515
"CM010929.2:324586053",0.0016301358487217,0.000810822689891268,0.895408269068832,0.735555402933505,0.890657917890467
"CM010929.2:325197676",0.0129843920772861,0.124859427472099,0.955377250087695,0.963738992358799,0.88333927218644
"CM010929.2:333667789",0.663827303155039,0.00800397723835902,0.99998373797515,0.988747014485197,0.99998373797515
"CM010929.2:374433356",0.999554869500662,0.99998373797515,0.895469429735349,0.0327132793395094,0.99998373797515
"CM010929.2:381541179",0.464111535107801,0.0459921498842736,0.970711432564837,0.90016082322566,0.99998373797515
"CM010929.2:385649927",0.91180402516945,0.0146523987644486,0.702771383185962,0.969764251977969,0.99998373797515
"CM010929.2:388775763",0.000991236637222753,0.00591885790461237,0.570154784791176,0.99998373797515,0.947955854885901
"CM010929.2:390293723",0.360575423712204,0.99998373797515,0.00130458338902292,0.99998373797515,0.838099000600308
"CM010929.2:406242377",0.0105840903629381,0.0177234807855191,0.980764432868098,0.99998373797515,0.82324209596191
"CM010929.2:406850895",0.0448041593265346,0.0462161791204694,0.99998373797515,0.768711309381009,0.996356782996498
"CM010929.2:408753720",0.0105048938329704,0.0418445863093278,0.99998373797515,0.871699645828456,0.99998373797515
"CM010929.2:411518301",0.0547857274651756,0.0288836011418025,0.99998373797515,0.99998373797515,0.99998373797515
"CM010929.2:424346508",0.0249993983003669,0.0235049537107875,0.939410051264321,0.99998373797515,0.99998373797515
"CM010929.2:427766982",0.50194450296564,0.185534469180227,0.0493301902383029,0.99998373797515,0.932703969256031
"CM010929.2:438581776",0.301892517598672,0.0386989565538598,0.999502044845299,0.99998373797515,0.99998373797515
"CM010929.2:473410580",0.14270710415288,0.0146523987644486,0.99998373797515,0.959432583203311,0.994829711963017
"CM010929.2:477361005",0.0297517111463224,0.0239819736798266,0.876434478769533,0.99998373797515,0.999426631760827
"CM010929.2:501347071",0.0327643013162043,0.00747648400148601,0.99998373797515,0.888199543579482,0.247850941426717
"CM010929.2:504217712",0.152638329209221,0.0233478746804239,0.936833561665448,0.793578114024685,0.99998373797515
"CM010929.2:510947665",0.488600974547187,0.00495826757315586,0.643673024650223,0.931341859920213,0.950057518162392
"CM010929.2:551842309",0.0249449646013765,0.0178304792232423,0.99998373797515,0.936562670805321,0.99998373797515
"CM010929.2:553101745",0.00786953729971154,0.00596845634342211,0.243185262455067,0.999554869500662,0.639203180837317
"CM010929.2:554072429",0.99998373797515,0.99998373797515,0.814462242772914,0.911476794696132,0.0469913991363027
"CM010929.2:569022438",0.0985300493754139,0.0130103803771148,0.709553810954441,0.99998373797515,0.99998373797515
"CM010929.2:590574732",0.44598301015179,0.0116582989477262,0.68309229223539,0.99998373797515,0.99998373797515
"CM010929.2:593062431",0.0461493487020235,0.18922887226277,0.99998373797515,0.998932818911573,0.99998373797515
"CM010929.2:603212504",0.0317533484466755,0.874592418953952,0.0381455227748859,0.621585676840504,0.99998373797515
"CM010929.2:616083378",0.03511464558772,0.0746200124699687,0.831415874565289,0.99998373797515,0.950327232807609
"CM010929.2:630952757",0.6962939186352,0.0123282443791077,0.686029180493334,0.936512037534008,0.99998373797515
"CM010929.2:682237421",0.425427324953207,0.0185219941120639,0.902887659900361,0.885136190539137,0.827329810990371
"CM010929.2:686065576",0.0385425839166869,0.292477620794298,0.786451559510852,0.713380737628487,0.994637633735353
"CM010929.2:696398008",0.686224793055132,0.64502986973784,0.99998373797515,0.761337403799562,0.0143710688912222
"CM010929.2:767902595",0.000737803852092123,0.00379923127803858,0.585629092503562,0.99998373797515,0.99998373797515
"CM010929.2:775919741",0.260147250122759,0.99998373797515,0.0244950814286821,0.99998373797515,0.974107067342008
"CM010929.2:778348904",0.925733603095727,0.975501440999036,0.0165372713659868,0.99998373797515,0.979004771583887
"CM010929.2:811071374",0.089208156223737,0.0490120429462822,0.958894912820127,0.933358457511933,0.885136190539137
"CM010929.2:814148409",0.426423869401643,0.99998373797515,0.0234690358109979,0.369350743836965,0.997985105597402
"CM010929.2:821618628",0.626427552371241,0.0292952503215631,0.645960286676347,0.99998373797515,0.99998373797515
"CM010929.2:841082464",0.240001066705816,0.99998373797515,0.0359138298787193,0.994449330198248,0.99998373797515
"CM010929.2:849568670",0.0112004113427125,0.0052141980082047,0.99998373797515,0.966306254491899,0.860681385597467
"CM010929.2:859802745",0.963485047952598,0.99998373797515,0.670815017246025,0.0450432218776463,0.99998373797515
"CM010929.2:943177717",0.00163042239588019,0.00267817183204577,0.833387532383357,0.818606489835802,0.99998373797515
"CM010929.2:951181143",0.139400084760931,0.99998373797515,0.00628449929297465,0.99723172597877,0.870936671595841
"CM010929.2:979829102",0.00655281319796307,0.018124485269404,0.879663000158237,0.99998373797515,0.929869615337282
"CM010929.2:985200159",0.0478472358997191,0.146620247595238,0.874716219893695,0.99998373797515,0.99998373797515
"CM010929.2:994302008",0.0324713974610787,0.601866665052676,0.840560158976496,0.906428665195338,0.99998373797515
"CM010929.2:1053333441",0.0472958267807106,0.0428329486869692,0.99998373797515,0.98591563641515,0.99998373797515
"CM010929.2:1085010021",0.99998373797515,0.99998373797515,0.0301780332738918,0.99998373797515,0.99998373797515
"CM010929.2:1129272588",0.532311526499135,0.0212056039441353,0.741336354033834,0.977840083859879,0.99998373797515
"CM010929.2:1131456375",0.13602096172642,0.0430570040456106,0.716302049078252,0.944687319285568,0.998896252323356
"CM010929.2:1139006359",0.238543437594474,0.0305953926037367,0.738264156528307,0.99998373797515,0.899835122464212
"CM010929.2:1212490580",0.35221820187425,0.333239967316573,0.0175199776548684,0.970515477763179,0.981130762640716
"CM010929.2:1212603547",0.000962668314425199,0.0935917803086956,0.132173689794861,0.648062103806222,0.988707449950074
"CM010929.2:1213456136",0.0490656805242675,0.0519814237787915,0.991528883745667,0.99998373797515,0.99998373797515
